,Material,sign_MA,log_MA,A1_rad,A2_rad,X_rad,Abar_rad,dA_rad,Abar-X_rad,dAXbar_rad,ddAX_rad,A1_dipole,A2_dipole,X_dipole,Abar_dipole,dA_dipole,Abar-X_dipole,dAXbar_dipole,ddAX_dipole,A1_nvalence,A2_nvalence,X_nvalence,Abar_nvalence,dA_nvalence,Abar-X_nvalence,dAXbar_nvalence,ddAX_nvalence,A1_nup,A2_nup,X_nup,Abar_nup,dA_nup,Abar-X_nup,dAXbar_nup,ddAX_nup,A1_num_d,A2_num_d,X_num_d,Abar_num_d,dA_num_d,Abar-X_num_d,dAXbar_num_d,ddAX_num_d,A1_volume,A2_volume,X_volume,Abar_volume,dA_volume,Abar-X_volume,dAXbar_volume,ddAX_volume,A1_ion_energy,A2_ion_energy,X_ion_energy,Abar_ion_energy,dA_ion_energy,Abar-X_ion_energy,dAXbar_ion_energy,ddAX_ion_energy,A1_electron_affinity,A2_electron_affinity,X_electron_affinity,Abar_electron_affinity,dA_electron_affinity,Abar-X_electron_affinity,dAXbar_electron_affinity,ddAX_electron_affinity,A1_electronegativity,A2_electronegativity,X_electronegativity,Abar_electronegativity,dA_electronegativity,Abar-X_electronegativity,dAXbar_electronegativity,ddAX_electronegativity,A1_SOCC,A2_SOCC,Abar_SOCC,dA_SOCC
13,1T-Co1Pd1S4,-1,-8.260537498,111,120,103,115.5,9,12.5,12.5,9,55,26.14,19.4,40.57,28.86,21.17,21.17,28.86,9,12,6,10.5,3,4.5,4.5,3,5,4,2,4.5,1,2.5,2.5,1,5,16,0,10.5,11,10.5,10.5,11,6.7,8.9,15.5,7.8,2.2,7.7,7.7,2.2,7.88101,8.33686,10.36001,8.108935,0.45585,2.251075,2.251075,0.45585,0.66225646,0.562,2.07710403,0.61212823,0.10025646,1.4649758,1.4649758,0.10025646,0.66225646,0.562,2.07710403,0.61212823,0.10025646,1.4649758,1.4649758,0.10025646,94,1548,821,-1454
30,1T-Cr1Ag1S4,1,-6.346004629,122,128,103,125,6,22,22,6,83,55,19.4,69,28,49.6,49.6,28,6,11,6,8.5,5,2.5,2.5,5,2,3,2,2.5,1,0.5,0.5,1,2,17,0,9.5,15,9.5,9.5,15,7.23,10.3,15.5,8.765,3.07,6.735,6.735,3.07,6.76651,7.576234,10.36001,7.171372,0.809724,3.188638,3.188638,0.809724,0.666,1.302,2.07710403,0.984,0.636,1.09310403,1.09310403,0.636,0.666,1.302,2.07710403,0.984,0.636,1.09310403,1.09310403,0.636,298,1915,1106.5,-1617
31,1T-Cr1Au1S4,-1,-8.043820245,122,124,103,123,2,20,20,2,83,36,19.4,59.5,47,40.1,40.1,47,6,11,6,8.5,5,2.5,2.5,5,2,3,2,2.5,1,0.5,0.5,1,2,27,0,14.5,25,14.5,14.5,25,7.23,10.2,15.5,8.715,2.97,6.785,6.785,2.97,6.76651,9.225553,10.36001,7.9960315,2.459043,2.3639785,2.3639785,2.459043,0.666,2.30863,2.07710403,1.487315,1.64263,0.58978903,0.821315,1.17957806,0.666,2.30863,2.07710403,1.487315,1.64263,0.58978903,0.821315,1.17957806,298,5583,2940.5,-5285
32,1T-Cr1Au1Se4,-1,-6.410103045,122,124,116,123,2,7,7,2,83,36,28.9,59.5,47,30.6,30.6,47,6,11,6,8.5,5,2.5,2.5,5,2,3,2,2.5,1,0.5,0.5,1,2,27,10,14.5,25,4.5,12.5,9,7.23,10.2,16.5,8.715,2.97,7.785,7.785,2.97,6.76651,9.225553,9.752392,7.9960315,2.459043,1.7563605,1.7563605,2.459043,0.666,2.30863,2.02067,1.487315,1.64263,0.533355,0.821315,1.06671,0.666,2.30863,2.02067,1.487315,1.64263,0.533355,0.821315,1.06671,298,5583,2940.5,-5285
35,1T-Cr1Cd1Te4,-1,-7.081216207,122,136,136,129,14,7,7,14,83,46,38,64.5,37,26.5,26.5,37,6,12,6,9,6,3,3,6,2,2,2,2,0,0,0,0,2,18,20,10,16,10,10,16,7.23,13.1,20.5,10.165,5.87,10.335,10.335,5.87,6.76651,8.993822,9.00966,7.880166,2.227312,1.129494,1.129494,2.227312,0.666,0,1.970876,0.333,0.666,1.637876,1.637876,0.666,0.666,0,1.970876,0.333,0.666,1.637876,1.637876,0.666,298,2007,1152.5,-1709
36,1T-Cr1Co1S4,1,-10.30307,122,111,103,116.5,11,13.5,13.5,11,83,55,19.4,69,28,49.6,49.6,28,6,9,6,7.5,3,1.5,1.5,3,2,5,2,3.5,3,1.5,1.5,3,2,5,0,3.5,3,3.5,3.5,3,7.23,6.7,15.5,6.965,0.53,8.535,8.535,0.53,6.76651,7.88101,10.36001,7.32376,1.1145,3.03625,3.03625,1.1145,0.666,0.66225646,2.07710403,0.66412823,0.00374354,1.4129758,1.4129758,0.00374354,0.666,0.66225646,2.07710403,0.66412823,0.00374354,1.4129758,1.4129758,0.00374354,298,94,196,204
38,1T-Cr1Cu1Se4,1,-9.926142243,122,112,116,117,10,1,5,2,83,46.5,28.9,64.75,36.5,35.85,35.85,36.5,6,11,6,8.5,5,2.5,2.5,5,2,3,2,2.5,1,0.5,0.5,1,2,7,10,4.5,5,5.5,5.5,5,7.23,7.1,16.5,7.165,0.13,9.335,9.335,0.13,6.76651,7.72638,9.752392,7.246445,0.95987,2.505947,2.505947,0.95987,0.666,1.235,2.02067,0.9505,0.569,1.07017,1.07017,0.569,0.666,1.235,2.02067,0.9505,0.569,1.07017,1.07017,0.569,298,952,625,-654
39,1T-Cr1Hf1Se4,1,-7.165710279,122,152,116,137,30,21,21,30,83,103,28.9,93,20,64.1,64.1,20,6,4,6,5,2,1,1,2,2,0,2,1,2,1,1,2,2,20,10,11,18,1,9,2,7.23,13.6,16.5,10.415,6.37,6.085,6.085,6.37,6.76651,6.82507,9.752392,6.79579,0.05856,2.956602,2.956602,0.05856,0.666,0.014,2.02067,0.34,0.652,1.68067,1.68067,0.652,0.666,0.014,2.02067,0.34,0.652,1.68067,1.68067,0.652,298,1974,1136,-1676
41,1T-Cr1Hg1Se4,1,-8.153540151,122,133,116,127.5,11,11.5,11.5,11,83,33.91,28.9,58.455,49.09,29.555,29.555,49.09,6,12,6,9,6,3,3,6,2,2,2,2,0,0,0,0,2,28,10,15,26,5,13,10,7.23,14.8,16.5,11.015,7.57,5.485,5.485,7.57,6.76651,10.437504,9.752392,8.602007,3.670994,1.150385,1.835497,2.30077,0.666,0,2.02067,0.333,0.666,1.68767,1.68767,0.666,0.666,0,2.02067,0.333,0.666,1.68767,1.68767,0.666,298,6400,3349,-6102
42,1T-Cr1Hg1Te4,1,-7.018658907,122,133,136,127.5,11,8.5,8.5,11,83,33.91,38,58.455,49.09,20.455,24.545,40.91,6,12,6,9,6,3,3,6,2,2,2,2,0,0,0,0,2,28,20,15,26,5,13,10,7.23,14.8,20.5,11.015,7.57,9.485,9.485,7.57,6.76651,10.437504,9.00966,8.602007,3.670994,0.407653,1.835497,0.815306,0.666,0,1.970876,0.333,0.666,1.637876,1.637876,0.666,0.666,0,1.970876,0.333,0.666,1.637876,1.637876,0.666,298,6400,3349,-6102
44,1T-Cr1Ir1Se4,1,-7.328488859,122,122,116,122,0,6,6,0,83,54,28.9,68.5,29,39.6,39.6,29,6,9,6,7.5,3,1.5,1.5,3,2,5,2,3.5,3,1.5,1.5,3,2,25,10,13.5,23,3.5,11.5,7,7.23,8.54,16.5,7.885,1.31,8.615,8.615,1.31,6.76651,8.96702,9.752392,7.866765,2.20051,1.885627,1.885627,2.20051,0.666,1.5638,2.02067,1.1149,0.8978,0.90577,0.90577,0.8978,0.666,1.5638,2.02067,1.1149,0.8978,0.90577,0.90577,0.8978,298,2597,1447.5,-2299
45,1T-Cr1Ir1Te4,1,-8.367954556,122,122,136,122,0,14,14,0,83,54,38,68.5,29,30.5,30.5,29,6,9,6,7.5,3,1.5,1.5,3,2,5,2,3.5,3,1.5,1.5,3,2,25,20,13.5,23,6.5,11.5,13,7.23,8.54,20.5,7.885,1.31,12.615,12.615,1.31,6.76651,8.96702,9.00966,7.866765,2.20051,1.142895,1.142895,2.20051,0.666,1.5638,1.970876,1.1149,0.8978,0.855976,0.855976,0.8978,0.666,1.5638,1.970876,1.1149,0.8978,0.855976,0.855976,0.8978,298,2597,1447.5,-2299
46,1T-Cr1Lu1S4,-1,-7.982382522,122,162,103,142,40,39,39,40,83,137,19.4,110,54,90.6,90.6,54,6,2,6,4,4,2,2,4,2,1,2,1.5,1,0.5,0.5,1,2,20,0,11,18,11,11,18,7.23,17.8,15.5,12.515,10.57,2.985,5.285,5.97,6.76651,5.425871,10.36001,6.0961905,1.340639,4.2638195,4.2638195,1.340639,0.666,0.34,2.07710403,0.503,0.326,1.57410403,1.57410403,0.326,0.666,0.34,2.07710403,0.503,0.326,1.57410403,1.57410403,0.326,298,601,449.5,-303
47,1T-Cr1Lu1Se4,-1,-7.094024618,122,162,116,142,40,26,26,40,83,137,28.9,110,54,81.1,81.1,54,6,2,6,4,4,2,2,4,2,1,2,1.5,1,0.5,0.5,1,2,20,10,11,18,1,9,2,7.23,17.8,16.5,12.515,10.57,3.985,5.285,7.97,6.76651,5.425871,9.752392,6.0961905,1.340639,3.6562015,3.6562015,1.340639,0.666,0.34,2.02067,0.503,0.326,1.51767,1.51767,0.326,0.666,0.34,2.02067,0.503,0.326,1.51767,1.51767,0.326,298,601,449.5,-303
48,1T-Cr1Lu1Te4,1,-7.622739154,122,162,136,142,40,6,20,12,83,137,38,110,54,72,72,54,6,2,6,4,4,2,2,4,2,1,2,1.5,1,0.5,0.5,1,2,20,20,11,18,9,9,18,7.23,17.8,20.5,12.515,10.57,7.985,7.985,10.57,6.76651,5.425871,9.00966,6.0961905,1.340639,2.9134695,2.9134695,1.340639,0.666,0.34,1.970876,0.503,0.326,1.467876,1.467876,0.326,0.666,0.34,1.970876,0.503,0.326,1.467876,1.467876,0.326,298,601,449.5,-303
51,1T-Cr1Nb1Se4,1,-9.0844569,122,147,116,134.5,25,18.5,18.5,25,83,98,28.9,90.5,15,61.6,61.6,15,6,5,6,5.5,1,0.5,0.5,1,2,1,2,1.5,1,0.5,0.5,1,2,11,10,6.5,9,3.5,4.5,7,7.23,10.8,16.5,9.015,3.57,7.485,7.485,3.57,6.76651,6.75885,9.752392,6.76268,0.00766,2.989712,2.989712,0.00766,0.666,0.917406,2.02067,0.791703,0.251406,1.228967,1.228967,0.251406,0.666,0.917406,2.02067,0.791703,0.251406,1.228967,1.228967,0.251406,298,688,493,-390
52,1T-Cr1Nb1Te4,1,-6.981972488,122,147,136,134.5,25,1.5,12.5,3,83,98,38,90.5,15,52.5,52.5,15,6,5,6,5.5,1,0.5,0.5,1,2,1,2,1.5,1,0.5,0.5,1,2,11,20,6.5,9,13.5,13.5,9,7.23,10.8,20.5,9.015,3.57,11.485,11.485,3.57,6.76651,6.75885,9.00966,6.76268,0.00766,2.24698,2.24698,0.00766,0.666,0.917406,1.970876,0.791703,0.251406,1.179173,1.179173,0.251406,0.666,0.917406,1.970876,0.791703,0.251406,1.179173,1.179173,0.251406,298,688,493,-390
53,1T-Cr1Ni1S4,-1,-10.18452508,122,110,103,116,12,13,13,12,83,49,19.4,66,34,46.6,46.6,34,6,10,6,8,4,2,2,4,2,4,2,3,2,1,1,2,2,6,0,4,4,4,4,4,7.23,6.6,15.5,6.915,0.63,8.585,8.585,0.63,6.76651,7.639877,10.36001,7.2031935,0.873367,3.1568165,3.1568165,0.873367,0.666,1.156,2.07710403,0.911,0.49,1.16610403,1.16610403,0.49,0.666,1.156,2.07710403,0.911,0.49,1.16610403,1.16610403,0.49,298,736,517,-438
54,1T-Cr1Ni1Se4,1,-7.868664265,122,110,116,116,12,1.42E-14,6,4.26E-14,83,49,28.9,66,34,37.1,37.1,34,6,10,6,8,4,2,2,4,2,4,2,3,2,1,1,2,2,6,10,4,4,6,6,4,7.23,6.6,16.5,6.915,0.63,9.585,9.585,0.63,6.76651,7.639877,9.752392,7.2031935,0.873367,2.5491985,2.5491985,0.873367,0.666,1.156,2.02067,0.911,0.49,1.10967,1.10967,0.49,0.666,1.156,2.02067,0.911,0.49,1.10967,1.10967,0.49,298,736,517,-438
55,1T-Cr1Ni1Te4,1,-7.665600993,122,110,136,116,12,20,20,12,83,49,38,66,34,28,28,34,6,10,6,8,4,2,2,4,2,4,2,3,2,1,1,2,2,6,20,4,4,16,16,4,7.23,6.6,20.5,6.915,0.63,13.585,13.585,0.63,6.76651,7.639877,9.00966,7.2031935,0.873367,1.8064665,1.8064665,0.873367,0.666,1.156,1.970876,0.911,0.49,1.059876,1.059876,0.49,0.666,1.156,1.970876,0.911,0.49,1.059876,1.059876,0.49,298,736,517,-438
57,1T-Cr1Pd1S4,1,-9.49595791,122,120,103,121,2,18,18,2,83,26.14,19.4,54.57,56.86,35.17,35.17,56.86,6,12,6,9,6,3,3,6,2,4,2,3,2,1,1,2,2,16,0,9,14,9,9,14,7.23,8.9,15.5,8.065,1.67,7.435,7.435,1.67,6.76651,8.33686,10.36001,7.551685,1.57035,2.808325,2.808325,1.57035,0.666,0.562,2.07710403,0.614,0.104,1.46310403,1.46310403,0.104,0.666,0.562,2.07710403,0.614,0.104,1.46310403,1.46310403,0.104,298,1548,923,-1250
58,1T-Cr1Pt1S4,-1,-7.392409709,122,123,103,122.5,1,19.5,19.5,1,83,48,19.4,65.5,35,46.1,46.1,35,6,10,6,8,4,2,2,4,2,4,2,3,2,1,1,2,2,26,0,14,24,14,14,24,7.23,9.1,15.5,8.165,1.87,7.335,7.335,1.87,6.76651,8.95883,10.36001,7.86267,2.19232,2.49734,2.49734,2.19232,0.666,2.128,2.07710403,1.397,1.462,0.68010403,0.731,1.36020806,0.666,2.128,2.07710403,1.397,1.462,0.68010403,0.731,1.36020806,298,3711,2004.5,-3413
59,1T-Cr1Pt1Se4,1,-7.02859611,122,123,116,122.5,1,6.5,6.5,1,83,48,28.9,65.5,35,36.6,36.6,35,6,10,6,8,4,2,2,4,2,4,2,3,2,1,1,2,2,26,10,14,24,4,12,8,7.23,9.1,16.5,8.165,1.87,8.335,8.335,1.87,6.76651,8.95883,9.752392,7.86267,2.19232,1.889722,1.889722,2.19232,0.666,2.128,2.02067,1.397,1.462,0.62367,0.731,1.24734,0.666,2.128,2.02067,1.397,1.462,0.62367,0.731,1.24734,298,3711,2004.5,-3413
63,1T-Cr1Rh1Te4,1,-7.426403083,122,125,136,123.5,3,12.5,12.5,3,83,66,38,74.5,17,36.5,36.5,17,6,9,6,7.5,3,1.5,1.5,3,2,5,2,3.5,3,1.5,1.5,3,2,15,20,8.5,13,11.5,11.5,13,7.23,8.3,20.5,7.765,1.07,12.735,12.735,1.07,6.76651,7.4589,9.00966,7.112705,0.69239,1.896955,1.896955,0.69239,0.666,1.137,1.970876,0.9015,0.471,1.069376,1.069376,0.471,0.666,1.137,1.970876,0.9015,0.471,1.069376,1.069376,0.471,298,364.5,331.25,-66.5
66,1T-Cr1Ru1Te4,1,-7.284683952,122,125,136,123.5,3,12.5,12.5,3,83,72,38,77.5,11,39.5,39.5,11,6,8,6,7,2,1,1,2,2,4,2,3,2,1,1,2,2,14,20,8,12,12,12,12,7.23,8.3,20.5,7.765,1.07,12.735,12.735,1.07,6.76651,7.3605,9.00966,7.063505,0.59399,1.946155,1.946155,0.59399,0.666,1.05,1.970876,0.858,0.384,1.112876,1.112876,0.384,0.666,1.05,1.970876,0.858,0.384,1.112876,1.112876,0.384,298,1496,897,-1198
68,1T-Cr1Ta1S4,-1,-10.00220353,122,146,103,134,24,31,31,24,83,74,19.4,78.5,9,59.1,59.1,9,6,5,6,5.5,1,0.5,0.5,1,2,1,2,1.5,1,0.5,0.5,1,2,21,0,11.5,19,11.5,11.5,19,7.23,10.9,15.5,9.065,3.67,6.435,6.435,3.67,6.76651,7.54957,10.36001,7.15804,0.78306,3.20197,3.20197,0.78306,0.666,0.322,2.07710403,0.494,0.344,1.58310403,1.58310403,0.344,0.666,0.322,2.07710403,0.494,0.344,1.58310403,1.58310403,0.344,298,2507,1402.5,-2209
69,1T-Cr1Ta1Se4,1,-8.091157777,122,146,116,134,24,18,18,24,83,74,28.9,78.5,9,49.6,49.6,9,6,5,6,5.5,1,0.5,0.5,1,2,1,2,1.5,1,0.5,0.5,1,2,21,10,11.5,19,1.5,9.5,3,7.23,10.9,16.5,9.065,3.67,7.435,7.435,3.67,6.76651,7.54957,9.752392,7.15804,0.78306,2.594352,2.594352,0.78306,0.666,0.322,2.02067,0.494,0.344,1.52667,1.52667,0.344,0.666,0.322,2.02067,0.494,0.344,1.52667,1.52667,0.344,298,2507,1402.5,-2209
70,1T-Cr1Ta1Te4,1,-6.998260023,122,146,136,134,24,2,12,4,83,74,38,78.5,9,40.5,40.5,9,6,5,6,5.5,1,0.5,0.5,1,2,1,2,1.5,1,0.5,0.5,1,2,21,20,11.5,19,8.5,9.5,17,7.23,10.9,20.5,9.065,3.67,11.435,11.435,3.67,6.76651,7.54957,9.00966,7.15804,0.78306,1.85162,1.85162,0.78306,0.666,0.322,1.970876,0.494,0.344,1.476876,1.476876,0.344,0.666,0.322,1.970876,0.494,0.344,1.476876,1.476876,0.344,298,2507,1402.5,-2209
73,1T-Cr1Ti1S4,1,-9.41890324,122,136,103,129,14,26,26,14,83,100,19.4,91.5,17,72.1,72.1,17,6,4,6,5,2,1,1,2,2,0,2,1,2,1,1,2,2,0,0,1,2,1,1,2,7.23,10.6,15.5,8.915,3.37,6.585,6.585,3.37,6.76651,6.82812,10.36001,6.797315,0.06161,3.562695,3.562695,0.06161,0.666,0.079,2.07710403,0.3725,0.587,1.70460403,1.70460403,0.587,0.666,0.079,2.07710403,0.3725,0.587,1.70460403,1.70460403,0.587,298,136,217,162
76,1T-Cr1W1Se4,1,-8.878306542,122,137,116,129.5,15,13.5,13.5,15,83,68,28.9,75.5,15,46.6,46.6,15,6,6,6,6,0,0,0,0,2,2,2,2,0,0,0,0,2,22,10,12,20,2,10,4,7.23,9.53,16.5,8.38,2.3,8.12,8.12,2.3,6.76651,7.86403,9.752392,7.31527,1.09752,2.437122,2.437122,1.09752,0.666,0.81626,2.02067,0.74113,0.15026,1.27954,1.27954,0.15026,0.666,0.81626,2.02067,0.74113,0.15026,1.27954,1.27954,0.15026,298,3209,1753.5,-2911
79,1T-Cr1Zn1S4,1,-9.682666697,122,118,103,120,4,17,17,4,83,38.67,19.4,60.835,44.33,41.435,41.435,44.33,6,12,6,9,6,3,3,6,2,2,2,2,0,0,0,0,2,8,0,5,6,5,5,6,7.23,9.2,15.5,8.215,1.97,7.285,7.285,1.97,6.76651,9.394199,10.36001,8.0803545,2.627689,2.2796555,2.2796555,2.627689,0.666,0,2.07710403,0.333,0.666,1.74410403,1.74410403,0.666,0.666,0,2.07710403,0.333,0.666,1.74410403,1.74410403,0.666,298,1146,722,-848
81,1T-Cr1Zn1Te4,1,-9.042878678,122,118,136,120,4,16,16,4,83,38.67,38,60.835,44.33,22.835,22.835,44.33,6,12,6,9,6,3,3,6,2,2,2,2,0,0,0,0,2,8,20,5,6,15,15,6,7.23,9.2,20.5,8.215,1.97,12.285,12.285,1.97,6.76651,9.394199,9.00966,8.0803545,2.627689,0.9293055,1.3138445,1.858611,0.666,0,1.970876,0.333,0.666,1.637876,1.637876,0.666,0.666,0,1.970876,0.333,0.666,1.637876,1.637876,0.666,298,1146,722,-848
82,1T-Cr1Zr1Se4,1,-7.436464872,122,154,116,138,32,22,22,32,83,112,28.9,97.5,29,68.6,68.6,29,6,4,6,5,2,1,1,2,2,0,2,1,2,1,1,2,2,10,10,6,8,4,4,8,7.23,14.1,16.5,10.665,6.87,5.835,5.835,6.87,6.76651,6.6339,9.752392,6.700205,0.13261,3.052187,3.052187,0.13261,0.666,0.426,2.02067,0.546,0.24,1.47467,1.47467,0.24,0.666,0.426,2.02067,0.546,0.24,1.47467,1.47467,0.24,298,481,389.5,-183
84,1T-Cr2S4,-1,-8.611091868,122,122,103,122,0,19,19,0,83,83,19.4,83,0,63.6,63.6,0,6,6,6,6,0,0,0,0,2,2,2,2,0,0,0,0,2,2,0,2,0,2,2,0,7.23,7.23,15.5,7.23,0,8.27,8.27,0,6.76651,6.76651,10.36001,6.76651,0,3.5935,3.5935,0,0.666,0.666,2.07710403,0.666,0,1.41110403,1.41110403,0,0.666,0.666,2.07710403,0.666,0,1.41110403,1.41110403,0,298,298,298,0
85,1T-Cr2Se4,1,-8.302182623,122,122,116,122,0,6,6,0,83,83,28.9,83,0,54.1,54.1,0,6,6,6,6,0,0,0,0,2,2,2,2,0,0,0,0,2,2,10,2,0,8,8,0,7.23,7.23,16.5,7.23,0,9.27,9.27,0,6.76651,6.76651,9.752392,6.76651,0,2.985882,2.985882,0,0.666,0.666,2.02067,0.666,0,1.35467,1.35467,0,0.666,0.666,2.02067,0.666,0,1.35467,1.35467,0,298,298,298,0
86,1T-Cr2Te4,1,-6.593324173,122,122,136,122,0,14,14,0,83,83,38,83,0,45,45,0,6,6,6,6,0,0,0,0,2,2,2,2,0,0,0,0,2,2,20,2,0,18,18,0,7.23,7.23,20.5,7.23,0,13.27,13.27,0,6.76651,6.76651,9.00966,6.76651,0,2.24315,2.24315,0,0.666,0.666,1.970876,0.666,0,1.304876,1.304876,0,0.666,0.666,1.970876,0.666,0,1.304876,1.304876,0,298,298,298,0
87,1T-Fe1Au1S4,-1,-9.121551409,116,124,103,120,8,17,17,8,62,36,19.4,49,26,29.6,29.6,26,8,11,6,9.5,3,3.5,3.5,3,4,3,2,3.5,1,1.5,1.5,1,4,27,0,15.5,23,15.5,15.5,23,7.1,10.2,15.5,8.65,3.1,6.85,6.85,3.1,7.9024678,9.225553,10.36001,8.5640104,1.3230852,1.7959996,1.7959996,1.3230852,0.151,2.30863,2.07710403,1.229815,2.15763,0.84728903,1.078815,1.69457806,0.151,2.30863,2.07710403,1.229815,2.15763,0.84728903,1.078815,1.69457806,526,5583,3054.5,-5057
88,1T-Fe1Au1Se4,1,-7.067753858,116,124,116,120,8,4,4,8,62,36,28.9,49,26,20.1,20.1,26,8,11,6,9.5,3,3.5,3.5,3,4,3,2,3.5,1,1.5,1.5,1,4,27,10,15.5,23,5.5,11.5,11,7.1,10.2,16.5,8.65,3.1,7.85,7.85,3.1,7.9024678,9.225553,9.752392,8.5640104,1.3230852,1.1883816,1.1883816,1.3230852,0.151,2.30863,2.02067,1.229815,2.15763,0.790855,1.078815,1.58171,0.151,2.30863,2.02067,1.229815,2.15763,0.790855,1.078815,1.58171,526,5583,3054.5,-5057
89,1T-Fe1Au1Te4,1,-7.050050678,116,124,136,120,8,16,16,8,62,36,38,49,26,11,13,22,8,11,6,9.5,3,3.5,3.5,3,4,3,2,3.5,1,1.5,1.5,1,4,27,20,15.5,23,4.5,11.5,9,7.1,10.2,20.5,8.65,3.1,11.85,11.85,3.1,7.9024678,9.225553,9.00966,8.5640104,1.3230852,0.4456496,0.6615426,0.8912992,0.151,2.30863,1.970876,1.229815,2.15763,0.741061,1.078815,1.482122,0.151,2.30863,1.970876,1.229815,2.15763,0.741061,1.078815,1.482122,526,5583,3054.5,-5057
91,1T-Fe1Co1S4,-1,-8.281390111,116,111,103,113.5,5,10.5,10.5,5,62,55,19.4,58.5,7,39.1,39.1,7,8,9,6,8.5,1,2.5,2.5,1,4,5,2,4.5,1,2.5,2.5,1,4,5,0,4.5,1,4.5,4.5,1,7.1,6.7,15.5,6.9,0.4,8.6,8.6,0.4,7.9024678,7.88101,10.36001,7.8917389,0.0214578,2.4682711,2.4682711,0.0214578,0.151,0.66225646,2.07710403,0.40662823,0.51125646,1.6704758,1.6704758,0.51125646,0.151,0.66225646,2.07710403,0.40662823,0.51125646,1.6704758,1.6704758,0.51125646,526,94,310,432
92,1T-Fe1Co1Se4,-1,-8.115117153,116,111,116,113.5,5,2.5,2.5,5,62,55,28.9,58.5,7,29.6,29.6,7,8,9,6,8.5,1,2.5,2.5,1,4,5,2,4.5,1,2.5,2.5,1,4,5,10,4.5,1,5.5,5.5,1,7.1,6.7,16.5,6.9,0.4,9.6,9.6,0.4,7.9024678,7.88101,9.752392,7.8917389,0.0214578,1.8606531,1.8606531,0.0214578,0.151,0.66225646,2.02067,0.40662823,0.51125646,1.61404177,1.61404177,0.51125646,0.151,0.66225646,2.02067,0.40662823,0.51125646,1.61404177,1.61404177,0.51125646,526,94,310,432
93,1T-Fe1Co1Te4,1,-8.804442024,116,111,136,113.5,5,22.5,22.5,5,62,55,38,58.5,7,20.5,20.5,7,8,9,6,8.5,1,2.5,2.5,1,4,5,2,4.5,1,2.5,2.5,1,4,5,20,4.5,1,15.5,15.5,1,7.1,6.7,20.5,6.9,0.4,13.6,13.6,0.4,7.9024678,7.88101,9.00966,7.8917389,0.0214578,1.1179211,1.1179211,0.0214578,0.151,0.66225646,1.970876,0.40662823,0.51125646,1.56424777,1.56424777,0.51125646,0.151,0.66225646,1.970876,0.40662823,0.51125646,1.56424777,1.56424777,0.51125646,526,94,310,432
94,1T-Fe1Cr1Se4,-1,-9.724504897,116,122,116,119,6,3,3,6,62,83,28.9,72.5,21,43.6,43.6,21,8,6,6,7,2,1,1,2,4,2,2,3,2,1,1,2,4,2,10,3,2,7,7,2,7.1,7.23,16.5,7.165,0.13,9.335,9.335,0.13,7.9024678,6.76651,9.752392,7.3344889,1.1359578,2.4179031,2.4179031,1.1359578,0.151,0.666,2.02067,0.4085,0.515,1.61217,1.61217,0.515,0.151,0.666,2.02067,0.4085,0.515,1.61217,1.61217,0.515,526,298,412,228
